texto;aspecto;sentiment;review
Fuimos 3 amigos a comer una calcotada y todos nos decian que las calcotadas en la ciudad no estaban buenas, que habia que ir a las afueras, sin embargo nos encanto, todo muy bueno, el trato estupendo, nos enseñaron a comer los calcots, y muy bien de precio, lo recomiendo sin duda.;nos;1;Fuimos comer calcotada y todos nos decian que las calcotadas no estaban buenas, habia sin encanto, bueno, trato estupendo, enseñaron bien
Fuimos 3 amigos a comer una calcotada y todos nos decian que las calcotadas en la ciudad no estaban buenas, que habia que ir a las afueras, sin embargo nos encanto, todo muy bueno, el trato estupendo, nos enseñaron a comer los calcots, y muy bien de precio, lo recomiendo sin duda.;vacio;1;Fuimos 3 amigos a comer una calcotada y todos nos decian que las calcotadas en la ciudad no estaban buenas, que habia que ir a las afueras, sin embargo nos encanto, todo muy bueno, el trato estupendo, nos enseñaron a comer los calcots, y muy bien de precio, lo recomiendo sin duda.
Fuimos 3 amigos a comer una calcotada y todos nos decian que las calcotadas en la ciudad no estaban buenas, que habia que ir a las afueras, sin embargo nos encanto, todo muy bueno, el trato estupendo, nos enseñaron a comer los calcots, y muy bien de precio, lo recomiendo sin duda.;trato;1;nos sin encanto, muy bueno, el trato estupendo, enseñaron
Fuimos 3 amigos a comer una calcotada y todos nos decian que las calcotadas en la ciudad no estaban buenas, que habia que ir a las afueras, sin embargo nos encanto, todo muy bueno, el trato estupendo, nos enseñaron a comer los calcots, y muy bien de precio, lo recomiendo sin duda.;vacio;1;Fuimos 3 amigos a comer una calcotada y todos nos decian que las calcotadas en la ciudad no estaban buenas, que habia que ir a las afueras, sin embargo nos encanto, todo muy bueno, el trato estupendo, nos enseñaron a comer los calcots, y muy bien de precio, lo recomiendo sin duda.
La comida fue decente, las bravas nada picantes y el servicio pobre en atencion.;comida;1;La comida fue decente, las bravas
La comida fue decente, las bravas nada picantes y el servicio pobre en atencion.;servicio;0;las bravas picantes y el servicio pobre en atencion.
La comida fue decente, las bravas nada picantes y el servicio pobre en atencion.;bravas;0;comida fue decente, las bravas nada picantes y servicio
El Rte Balmes- Rosello nos encanto por si servicio, localizacion, aseo y confort.;servicio;1;Rte nos encanto por si servicio, localizacion, aseo y confort.
El Rte Balmes- Rosello nos encanto por si servicio, localizacion, aseo y confort.;localizacion;1;por si servicio, localizacion, aseo y confort.
El Rte Balmes- Rosello nos encanto por si servicio, localizacion, aseo y confort.;vacio;1;El Rte Balmes- Rosello nos encanto por si servicio, localizacion, aseo y confort.
Todo exterior y luminoso con accesos faciles.;vacio;1;Todo exterior y luminoso con accesos faciles.
Felicitar desde aqii a la direccion.;vacio;1;Felicitar desde aqii a la direccion.
Precio- calidad: excelente.;vacio;1;Precio- calidad: excelente.
Repetiremis;vacio;1;Repetiremis
Todo muy correcto: relación calidad, la facilidad para combinar menú calcotada con carta, servicio amable y la cocina muy bien.;vacio;1;Todo muy correcto: relación calidad, la facilidad para combinar menú calcotada con carta, servicio amable y la cocina muy bien.
Todo muy correcto: relación calidad, la facilidad para combinar menú calcotada con carta, servicio amable y la cocina muy bien.;calcotada;1;para combinar menú calcotada con carta, servicio
Todo muy correcto: relación calidad, la facilidad para combinar menú calcotada con carta, servicio amable y la cocina muy bien.;servicio;1;la calcotada con carta, servicio amable y cocina
Todo muy correcto: relación calidad, la facilidad para combinar menú calcotada con carta, servicio amable y la cocina muy bien.;cocina;1;muy la con carta, servicio amable y cocina bien.
Todo muy correcto: relación calidad, la facilidad para combinar menú calcotada con carta, servicio amable y la cocina muy bien.;vacio;1;Todo muy correcto: relación calidad, la facilidad para combinar menú calcotada con carta, servicio amable y la cocina muy bien.
El comensal más joven de la mesa (20 años) aseguró que volvería por su cuenta.;vacio;1;El comensal más joven de la mesa (20 años) aseguró que volvería por su cuenta.
Menú calcotada recomendable por su relación calidad.;calcotada;1;Menú calcotada recomendable por su relación
Menú calcotada recomendable por su relación calidad.;calcotada;1;Menú calcotada recomendable por su relación
Si lo mantienen, el próximo año repetiremos!;vacio;1;Si lo mantienen, el próximo año repetiremos!
Fui con unos amigos mejicanos y tengo que decir que es raro hacer una calcotada en el centro de Barcelona, pero la experiencia fue excelente, nos ofrecieron más una vez terminados.;vacio;1;Fui con unos amigos mejicanos y tengo que decir que es raro hacer una calcotada en el centro de Barcelona, pero la experiencia fue excelente, nos ofrecieron más una vez terminados.
Fui con unos amigos mejicanos y tengo que decir que es raro hacer una calcotada en el centro de Barcelona, pero la experiencia fue excelente, nos ofrecieron más una vez terminados.;vacio;1;Fui con unos amigos mejicanos y tengo que decir que es raro hacer una calcotada en el centro de Barcelona, pero la experiencia fue excelente, nos ofrecieron más una vez terminados.
Realmente la comida exquisita y todo muy bien.;comida;1;Realmente la comida exquisita y todo
Muy recomendable.;vacio;1;Muy recomendable.
Fuimos a comer una calcotada y no hubo queja.;calcotada;1;Fuimos a comer una calcotada y no hubo
Muy buena la comida, un local muy bien decorado y un excelente servicio.;comida;1;Muy buena la comida, un local muy servicio.
Muy buena la comida, un local muy bien decorado y un excelente servicio.;local;1;la comida, un local muy bien decorado servicio.
Muy buena la comida, un local muy bien decorado y un excelente servicio.;servicio;1;la comida, un local y excelente servicio.
Lo recomiendo.;vacio;1;Lo recomiendo.
El trato fue genial por parte de todo el equipo pero en general tuvimos la suerte de que el Sr. Jose pusiera parte de su colaboracion en el menu eligido.;trato;1;El trato fue genial por equipo tuvimos
Volveremos seguro;vacio;1;Volveremos seguro
Supero nuestras expectativas y el precio estuvo bien;vacio;1;Supero nuestras expectativas y el precio estuvo bien
Supero nuestras expectativas y el precio estuvo bien;vacio;1;Supero nuestras expectativas y el precio estuvo bien
Muy buena comida y servicio rapido;comida;1;Muy buena comida y servicio rapido
Muy buena comida y servicio rapido;servicio;1;Muy buena comida y servicio rapido
Comimos dos menus calcotades muy buenos!;calcotades;1;Comimos dos menus calcotades muy buenos!
Los camareros muy majos y constantemente pendientes que no nos faltara de nada!;camareros;1;Los camareros muy majos y
Lo unico que me parecio raro es que de postre no tenian la crema catalana!;postre;0;que es de postre no tenian la
:( pero por lo demas lo recomiendo totalmente!;vacio;1;:( pero por lo demas lo recomiendo totalmente!
Fui con mi mujer y mis suegros y todos quedaron encantados: servicio, velocidad, puntos de cocción, raciones, calidad/precio,  Solo dos peros: el vino de la casa tenía un punto de rancidumbre y que nos podrían haber puesto en un punto más céntrico del salón.;vacio;1;Fui con mi mujer y mis suegros y todos quedaron encantados: servicio, velocidad, puntos de cocción, raciones, calidad/precio,  Solo dos peros: el vino de la casa tenía un punto de rancidumbre y que nos podrían haber puesto en un punto más céntrico del salón.
Fui con mi mujer y mis suegros y todos quedaron encantados: servicio, velocidad, puntos de cocción, raciones, calidad/precio,  Solo dos peros: el vino de la casa tenía un punto de rancidumbre y que nos podrían haber puesto en un punto más céntrico del salón.;servicio;1;Fui mujer todos quedaron encantados: servicio, velocidad, puntos de raciones, Solo peros: tenía del
Fui con mi mujer y mis suegros y todos quedaron encantados: servicio, velocidad, puntos de cocción, raciones, calidad/precio,  Solo dos peros: el vino de la casa tenía un punto de rancidumbre y que nos podrían haber puesto en un punto más céntrico del salón.;velocidad;1;quedaron encantados: servicio, velocidad, puntos de cocción, raciones, Solo peros: del
Fui con mi mujer y mis suegros y todos quedaron encantados: servicio, velocidad, puntos de cocción, raciones, calidad/precio,  Solo dos peros: el vino de la casa tenía un punto de rancidumbre y que nos podrían haber puesto en un punto más céntrico del salón.;puntos;1;y encantados: servicio, velocidad, puntos de cocción, raciones, Solo peros: vino tenía un punto rancidumbre que nos podrían haber puesto en céntrico del salón.
Fui con mi mujer y mis suegros y todos quedaron encantados: servicio, velocidad, puntos de cocción, raciones, calidad/precio,  Solo dos peros: el vino de la casa tenía un punto de rancidumbre y que nos podrían haber puesto en un punto más céntrico del salón.;raciones;1;servicio, velocidad, puntos de cocción, raciones, Solo peros: del
Fui con mi mujer y mis suegros y todos quedaron encantados: servicio, velocidad, puntos de cocción, raciones, calidad/precio,  Solo dos peros: el vino de la casa tenía un punto de rancidumbre y que nos podrían haber puesto en un punto más céntrico del salón.;vacio;1;Fui con mi mujer y mis suegros y todos quedaron encantados: servicio, velocidad, puntos de cocción, raciones, calidad/precio,  Solo dos peros: el vino de la casa tenía un punto de rancidumbre y que nos podrían haber puesto en un punto más céntrico del salón.
Fui con mi mujer y mis suegros y todos quedaron encantados: servicio, velocidad, puntos de cocción, raciones, calidad/precio,  Solo dos peros: el vino de la casa tenía un punto de rancidumbre y que nos podrían haber puesto en un punto más céntrico del salón.;vino;0;puntos de dos peros: el vino la casa tenía punto puesto del
Fui con mi mujer y mis suegros y todos quedaron encantados: servicio, velocidad, puntos de cocción, raciones, calidad/precio,  Solo dos peros: el vino de la casa tenía un punto de rancidumbre y que nos podrían haber puesto en un punto más céntrico del salón.;vacio;0;Fui con mi mujer y mis suegros y todos quedaron encantados: servicio, velocidad, puntos de cocción, raciones, calidad/precio,  Solo dos peros: el vino de la casa tenía un punto de rancidumbre y que nos podrían haber puesto en un punto más céntrico del salón.
Totalmente recomendable para una comida distendida, con aroma a brasa.;vacio;1;Totalmente recomendable para una comida distendida, con aroma a brasa.
Una amplia carta, comida rica y con buena calidad precio, servicio correcto y atento y ambiente muy animado, lo recomiendo para culquier ocasión...;vacio;1;Una amplia carta, comida rica y con buena calidad precio, servicio correcto y atento y ambiente muy animado, lo recomiendo para culquier ocasión...
Una amplia carta, comida rica y con buena calidad precio, servicio correcto y atento y ambiente muy animado, lo recomiendo para culquier ocasión...;ambiente;1;y precio, servicio atento ambiente muy animado, lo
Una amplia carta, comida rica y con buena calidad precio, servicio correcto y atento y ambiente muy animado, lo recomiendo para culquier ocasión...;servicio;1;y buena calidad precio, servicio correcto atento ambiente
